Date,Portfolio Value,Reference Values
2018-02-09,4165494.339323495,2048526.7110991913
2018-02-16,4323150.016850968,2132585.6839238205
2018-02-23,4378262.1731794225,2139554.918185009
2018-03-02,4363828.656242845,2094205.8890287457
2018-03-09,4464541.104253672,2166983.0592410727
2018-03-16,4385405.073273383,2143846.852237792
2018-03-23,4171478.672972258,2035542.5788746076
2018-03-30,4259124.865663387,2080092.028970557
2018-04-06,4209888.163480506,2052029.3832408248
2018-04-13,4297355.657154302,2082955.0378639393
2018-04-20,4329944.943821907,2095077.688133217
2018-04-27,4290066.588612585,2105642.448878528
2018-05-04,4355062.485008199,2086096.6097847866
2018-05-11,4409505.754929605,2124079.1944369953
2018-05-18,4381398.259332168,2123001.052349217
2018-05-25,4403091.643336599,2127169.1806120155
2018-06-01,4406123.906922802,2130310.752532862
2018-06-08,4459828.530667113,2167762.004003056
2018-06-15,4457405.040776258,2171976.5594370984
2018-06-22,4424501.65419275,2158089.6766605475
2018-06-29,4354625.860033331,2128082.2483131485
2018-07-06,4407906.8399223145,2159740.4205270023
2018-07-13,4413150.279488827,2178414.460516272
2018-07-20,4383702.732626756,2175530.817324559
2018-07-27,4429515.628901079,2188556.218145804
2018-08-03,4441642.691029015,2199090.0274436185
