Date,Portfolio Value,Reference Values
2010-01-01,1287209.4928598688,936094.3419426994
2010-01-08,1326344.0329271758,967965.1955990937
2010-01-15,1313225.7171657102,957847.0925092077
2010-01-22,1245718.0878804757,922685.5131951073
2010-01-29,1214710.8803407752,905968.3926386117
2010-02-05,1260085.4582305602,899720.6981959563
2010-02-12,1289167.9075816378,911964.3055807663
2010-02-19,1332505.1490467335,945205.3190305828
2010-02-26,1337404.0034253905,942851.4547700884
2010-03-05,1373428.0591688526,980197.0922164385
2010-03-12,1380247.9474271866,991497.9828203042
2010-03-19,1391489.9550017912,997851.074170146
2010-03-26,1400296.1631270028,1003208.75028545
2010-04-02,1430370.362953492,1016992.3235919266
2010-04-09,1464476.6252315857,1034353.5363590054
2010-04-16,1464935.4386761067,1034013.9241025161
2010-04-23,1492698.0748287626,1068636.8081132197
2010-04-30,1464325.3222020622,1035307.9639074148
2010-05-07,1369578.0359495936,962144.9441689162
2010-05-14,1422419.5694996875,990426.4475972434
2010-05-21,1352850.9981958535,947746.5555705193
2010-05-28,1366426.1890256896,957203.0002986246
2010-06-04,1322812.2258162769,928212.9954386561
2010-06-11,1370332.1591525755,957232.2772172875
2010-06-18,1405859.8776063796,980173.6706815081
2010-06-25,1365631.2763157939,943056.3932007283
2010-07-02,1293775.6428735268,889011.2013490804
2010-07-09,1359787.6286630228,939133.2860999046
2010-07-16,1332327.9662129816,924740.7528852402
2010-07-23,1408951.4043455706,965652.3190247272
2010-07-30,1424674.7881252605,961090.9750970529
2010-08-06,1458214.3021078915,976496.489697452
2010-08-13,1404825.3734717704,936018.2219541755
2010-08-20,1411463.1909037696,933974.6930315075
2010-08-27,1413732.1457320657,929653.4198368688
2010-09-03,1482275.0345866696,968749.817019258
2010-09-10,1490616.800254891,969604.7030442136
2010-09-17,1498385.202751523,984617.9069345305
2010-09-24,1533673.8427191656,1006587.306699144
2010-10-01,1539376.206868981,1009356.9032046509
2010-10-08,1575082.9073115133,1026191.131435798
2010-10-15,1600036.0841567283,1036344.3668280796
2010-10-22,1592736.4700577045,1039108.1079498538
2010-10-29,1579297.4329448687,1040841.3015346953
2010-11-05,1613191.4266050388,1079176.4988318502
2010-11-12,1589031.2677753642,1055983.323867129
2010-11-19,1608966.6349537796,1058384.031197484
2010-11-26,1601430.9187329258,1055386.0747264067
2010-12-03,1664565.7180867435,1091256.1554721482
2010-12-10,1662352.2618530067,1104981.174941299
2010-12-17,1672382.3393696386,1110157.3341608937
2010-12-24,1682625.6318610152,1121364.538625038
2010-12-31,1673757.820683945,1121557.766288213
2011-01-07,1684927.7651461156,1130867.8264230038
2011-01-14,1710257.7584058803,1151835.9555693474
2011-01-21,1686980.480333166,1138872.135985431
2011-01-28,1678012.988842975,1135874.1795143536
2011-02-04,1716231.2565121306,1172124.8602027125
2011-02-11,1739883.5758811745,1192934.8939882766
2011-02-18,1749352.1613580992,1207895.3994250007
2011-02-25,1706865.9702607347,1185223.3536124784
2011-03-04,1696692.1941082138,1185984.5534977128
2011-03-11,1690122.102526072,1171480.7679921298
2011-03-18,1685711.2136998107,1152544.4570009888
2011-03-25,1742873.436777222,1185305.3289847341
2011-04-01,1788219.8682415865,1205482.9813271805
2011-04-08,1792403.1160616677,1200716.698968866
2011-04-15,1774902.2035257719,1198193.028580127
2011-04-22,1802714.202773163,1215156.075253391
2011-04-29,1853989.9813424924,1235263.4629910463
2011-05-06,1827908.7927314425,1215999.2505108814
2011-05-13,1829630.1550957924,1220261.9698681945
2011-05-20,1815834.6287091842,1217433.8195253618
2011-05-27,1829400.831744841,1215483.976742415
2011-06-03,1791712.5105660555,1181235.837290596
2011-06-10,1739468.1996729122,1151367.5248707416
2011-06-17,1764709.2485191398,1152860.6477225476
2011-06-24,1786773.9896959001,1156174.7949151837
2011-07-01,1884189.640904162,1221415.480463511
2011-07-08,1895469.0800483641,1221743.3819525356
2011-07-15,1833154.6850708085,1188754.1500032197
2011-07-22,1862876.2859552908,1211367.6419784161
2011-07-29,1801335.641861932,1158780.4406761788
2011-08-05,1661438.0611126,1058425.0188836115
2011-08-12,1655781.7553066406,1041725.4644783137
2011-08-19,1578931.7297869457,984822.8453651703
2011-08-26,1654023.6940351208,1036525.8837237891
2011-09-02,1645816.9583752893,1037275.3728415585
2011-09-09,1608055.3493341904,1021149.6460420528
2011-09-16,1694259.788777968,1077712.652898707
2011-09-23,1551236.197512847,995210.2961067547
2011-09-30,1555192.2643531354,983440.974804283
2011-10-07,1604288.5924356764,1008203.3926093337
2011-10-14,1689613.714772535,1071318.5738627373
2011-10-21,1713188.199455847,1089739.6110854116
2011-10-28,1810990.4978699337,1141624.1663397402
2011-11-04,1784023.381861078,1115099.278031185
2011-11-11,1792861.7176593659,1119877.2711569644
2011-11-18,1728504.0630916231,1072103.195282902
2011-11-25,1640217.886221255,1018409.3264552085
2011-12-02,1772201.3351652313,1096818.7700180924
2011-12-09,1792087.3980933065,1102855.670646375
2011-12-16,1742369.5475624385,1065767.6700842583
2011-12-23,1796438.3724192616,1108687.6328440176
2011-12-30,1775020.9036709466,1100033.3756872748
2012-01-06,1804208.5147766988,1118261.1852467745
2012-01-13,1846152.006706035,1134427.8997324083
2012-01-20,1874999.1741391886,1161591.024867814
2012-01-27,1910871.9363086894,1167698.1901008878
2012-02-03,1946414.7803937327,1198725.8684997917
2012-02-10,1941477.5599693188,1193397.4693031504
2012-02-17,1955937.7542667214,1213077.4140283281
2012-02-24,1960997.4120701875,1212878.3309814206
2012-03-02,1952141.0074165198,1208117.904006839
2012-03-09,1954877.233171097,1210987.0420357995
2012-03-16,1992584.5899380106,1238630.3086372763
2012-03-23,1990560.332608967,1227311.8518822128
2012-03-30,1996662.7556709012,1233307.7648243676
2012-04-06,1997468.90024865,1220595.7267409519
2012-04-13,1964959.6738499973,1198058.3547542787
2012-04-20,1999331.441269673,1206302.7350497413
2012-04-27,2020678.899928766,1226357.4243338036
2012-05-04,1975519.8263107496,1195136.518271725
2012-05-11,1979474.5628883028,1180843.5265805146
2012-05-18,1870522.2501432437,1117974.2714438792
2012-05-25,1931823.2582497264,1146513.4117564396
2012-06-01,1864119.4367514926,1103646.1474502732
2012-06-08,1920699.9920347782,1145711.224185077
2012-06-15,1908692.705096202,1155782.4842051023
2012-06-22,1910177.743493889,1148832.1437145383
2012-06-29,1950307.9688665913,1177523.5240041458
2012-07-06,1965368.8025394795,1172007.752528062
2012-07-13,1967595.5620269808,1165438.0119801152
2012-07-20,1979935.1276097929,1168957.0976033916
2012-07-27,1942531.7528295044,1188888.8238290697
2012-08-03,1920039.182461747,1189486.0729697922
2012-08-10,1925087.6121514011,1213288.2078427013
2012-08-17,1915272.9963890412,1226257.88281035
2012-08-24,1898265.6190233207,1216760.450396117
2012-08-31,1878715.0491126354,1212357.2018292223
2012-09-07,1921779.7107340326,1243665.9386472893
2012-09-14,1981365.13679349,1276573.1952243492
2012-09-21,1984628.9916349663,1261624.4005550903
2012-09-28,1928878.0234803269,1240504.0314317
2012-10-05,1937769.2481766113,1259252.9701433985
2012-10-12,1903843.0409210979,1235076.0907116048
2012-10-19,1922602.2978194712,1245838.2860120737
2012-10-26,1932548.952782797,1227756.8610458889
2012-11-02,1943200.4690237644,1234900.4291996278
2012-11-09,1892895.4424631358,1208767.8516011548
2012-11-16,1895643.0538760198,1195640.0812727264
2012-11-23,1947265.320468554,1235409.8475843614
2012-11-30,1989201.052485361,1242512.4280519723
2012-12-07,1978600.6065000608,1249650.1408219787
2012-12-14,1981876.9893027814,1250756.808347435
2012-12-21,2011524.155763127,1270659.2576544504
2012-12-28,1987560.038418583,1245486.9629881193
2013-01-04,2087782.9727267371,1308110.2920079867
2013-01-11,2109472.7639307915,1309831.774825363
2013-01-18,2115826.4120248663,1331484.9838684176
2013-01-25,2152006.5177519713,1354162.8850646727
2013-02-01,2154652.0555022503,1362073.508487379
2013-02-08,2141319.805325164,1369304.9073971063
2013-02-15,2164995.7329490716,1374252.7066511305
2013-02-22,2135069.1334589976,1363812.557455953
2013-03-01,2133824.0835694806,1366470.9016705411
2013-03-08,2193201.2713714046,1399811.4566438114
2013-03-15,2205385.9087868836,1412705.011622937
2013-03-22,2153831.7440611925,1404747.5451303707
2013-03-29,2176156.8460341645,1420182.3366494328
2013-04-05,2146741.9166978016,1398013.853837912
2013-04-12,2212639.690570648,1432824.1101280581
2013-04-19,2151212.074450531,1398786.7644906116
2013-04-26,2190414.200694633,1427109.2556050671
2013-05-03,2214752.085680839,1460180.4629266385
2013-05-10,2252349.733799616,1484784.7853709103
2013-05-17,2304787.8434630316,1516895.70976034
2013-05-24,2290796.107476923,1493111.1410386288
2013-05-31,2265224.32174395,1477998.395624858
2013-06-07,2271796.1534407353,1486459.4251184259
2013-06-14,2267513.5932145477,1472547.033369833
2013-06-21,2220183.16691735,1440008.665967925
2013-06-28,2247624.772546745,1459454.3953437996
2013-07-05,2275222.858570896,1481371.09665482
2013-07-12,2355988.5940149734,1529273.990970999
2013-07-19,2390200.1817617356,1542922.8904516269
2013-07-26,2420484.352802605,1538689.4480129767
2013-08-02,2511853.145500732,1563949.573435296
2013-08-09,2523606.8324787878,1552109.9875280336
2013-08-16,2452759.104155247,1515016.1315821842
2013-08-23,2474733.4847806375,1525210.3546605937
2013-08-30,2425791.148643449,1492689.5534098838
2013-09-06,2501425.848938732,1518511.7956705303
2013-09-13,2568331.8495852505,1551588.8583758348
2013-09-20,2608802.316781036,1571989.0153001188
2013-09-27,2610748.1119410936,1556782.583746627
2013-10-04,2631594.592556033,1561086.2907900682
2013-10-11,2613031.70047208,1570689.1201114876
2013-10-18,2746039.653851322,1606079.0593911584
2013-10-25,2774896.7481838265,1619968.0296048215
2013-11-01,2742420.8875251925,1620044.149593345
2013-11-08,2731011.7645639535,1623042.106064422
2013-11-15,2763128.2189471656,1650943.009550132
2013-11-22,2737576.5121652097,1650720.5049682942
2013-11-29,2717830.2040982065,1649262.5144188835
2013-12-06,2722345.657942663,1648934.6129298594
2013-12-13,2711191.8726274907,1623182.6352740037
2013-12-20,2778436.3958035265,1666535.8964299737
2013-12-27,2831818.7876783493,1686877.499516932
2014-01-03,2782579.547658168,1678580.420767876
2014-01-10,2785274.91042377,1693371.1200763553
2014-01-17,2764813.0472231433,1687205.401005956
2014-01-24,2680971.4541001725,1641100.1094956768
2014-01-31,2693413.1497150874,1642774.7492431926
2014-02-07,2722343.2787307007,1655873.2426529583
2014-02-14,2777419.796200365,1695508.3351387444
2014-02-21,2813836.7858307376,1706258.8196717482
2014-02-28,2839229.949532037,1728075.9794593153
2014-03-07,2855593.224657412,1744248.5493286818
2014-03-14,2816698.303088862,1710738.1882271671
2014-03-21,2861765.014548005,1732584.6249333967
2014-03-28,2844402.661580678,1720575.2328978896
2014-04-04,2863627.979251965,1734721.839995786
2014-04-11,2803784.1889751432,1681970.6879490365
2014-04-18,2884844.5899905944,1728081.8348430484
2014-04-25,2871738.6665628618,1724966.7706973194
2014-05-02,2936374.515116664,1741033.9436594993
2014-05-09,2926850.862844964,1738328.7563750506
2014-05-16,2921188.4095105794,1737725.6518505956
2014-05-23,2922355.995249872,1755145.418455
2014-05-30,2960027.532606733,1775914.4645544365
2014-06-06,3011626.1849167845,1805507.5739388599
2014-06-13,3013391.735287123,1792584.7420410714
2014-06-20,3089720.0588815236,1824707.3771979664
2014-06-27,3095704.536666383,1822271.5375652162
2014-07-04,3129673.655788796,1842537.0206636507
2014-07-11,3082532.060167398,1820661.3070387584
2014-07-18,3087159.176964793,1824379.4757089424
2014-07-25,3108529.243808253,1824502.4387673265
2014-08-01,3024666.74004466,1776687.3752071362
2014-08-08,3037838.5980162905,1785745.6538414264
2014-08-15,3063930.101106319,1805870.6077302794
2014-08-22,3094421.689808925,1837805.8706077323
2014-08-29,3133668.556661843,1852497.028392758
2014-09-05,3168149.8985593817,1857977.6675664464
2014-09-12,3120396.621352666,1831370.803885635
2014-09-19,3130649.577889802,1844164.817341307
2014-09-26,3083749.3674407653,1814507.298735825
2014-10-03,3063838.211509802,1798434.2703899124
2014-10-10,2962135.2500087493,1733697.1478425863
2014-10-17,2986847.0561148804,1730722.6129064395
2014-10-24,3112434.303046519,1805138.6847637086
2014-10-31,3139999.213902935,1855682.3571432782
2014-11-07,3173495.1060215766,1870508.1887541532
2014-11-14,3168052.836128283,1872381.9115485763
2014-11-21,3230386.2268829728,1900323.8027204142
2014-11-28,3201925.365168584,1901090.8579893813
2014-12-05,3244312.9242561823,1907157.035536327
2014-12-12,3166435.331506376,1842051.0238138486
2014-12-19,3299544.174114839,1910781.5180667897
2014-12-26,3355745.269861559,1928025.6231592167
2015-01-02,3301537.1063875505,1903339.3253426894
2015-01-09,3290471.909324456,1884444.0020376767
2015-01-16,3284089.475501051,1860027.0518728478
2015-01-23,3313960.9968225122,1888677.4444763272
2015-01-30,3256616.3535670578,1847941.5398488173
2015-02-06,3313556.586344894,1908439.364573761
2015-02-13,3364585.2586031104,1946311.9865560422
2015-02-20,3401901.1265494265,1961219.7935391732
2015-02-27,3371370.8275645543,1950024.2998424938
2015-03-06,3293137.5719350674,1915471.6804365811
2015-03-13,3281394.644506588,1901998.4424679307
2015-03-20,3370393.8131110985,1956798.9788210809
2015-03-27,3337181.083008231,1918873.658385206
2015-04-03,3370151.1545168585,1932200.5117605417
2015-04-10,3391812.043889892,1958543.8831733873
2015-04-17,3377494.224272909,1940872.335068482
2015-04-24,3420220.582339326,1963374.57475276
2015-05-01,3460937.1584333396,1955428.8190276583
2015-05-08,3452445.8567594225,1958415.0647312705
2015-05-15,3476447.9095587097,1963866.4269862957
2015-05-22,3456462.649144432,1968339.9401579818
2015-05-29,3407906.333737423,1945849.4112411689
2015-06-05,3413490.728964187,1934121.0776248255
2015-06-12,3420463.194045372,1932815.3270524617
2015-06-19,3417932.625518047,1947787.5432566504
2015-06-26,3413974.71446358,1935473.6712670499
2015-07-03,3353700.547959789,1910834.216520383
2015-07-10,3305154.5290532736,1907233.1555248506
2015-07-17,3287529.7409700914,1928113.4539152056
2015-07-24,3180572.4495030525,1887137.4785546602
2015-07-31,3237021.843262664,1915629.77579736
2015-08-07,3221409.6250737514,1896119.637200427
2015-08-14,3262804.291549107,1913873.160677588
2015-08-21,3108623.277563694,1813020.031267752
2015-08-28,3112268.198663961,1821726.9868780877
2015-09-04,3021112.7282345146,1764508.177043385
2015-09-11,3103140.011271245,1797520.8305276313
2015-09-18,3091822.6384530324,1795658.818500673
2015-09-25,3014597.3257801654,1761539.4974909704
2015-10-02,3026800.483390864,1775785.64611232
2015-10-09,3202463.068167463,1846261.0447175675
2015-10-16,3176961.7385805706,1848456.8136172825
2015-10-23,3221655.2375835814,1869688.4350315921
2015-10-30,3274655.645404888,1871802.2285590507
2015-11-06,3306894.6442915155,1886710.0355421812
2015-11-13,3201459.2738444405,1814325.7818401149
2015-11-20,3342350.236266637,1870730.69333599
2015-11-27,3335037.5672072093,1877628.335372961
2015-12-04,3319762.922560209,1869319.54585644
2015-12-11,3147993.634440055,1793960.7572182266
2015-12-18,3050968.7452452322,1781260.429902276
2015-12-25,3178630.0594989434,1843186.9682579671
2016-01-01,3109397.1730809575,1825333.9032573525
2016-01-08,2911318.247384507,1714456.3568973516
2016-01-15,2836354.58470747,1663046.087725361
2016-01-22,2860182.8243050682,1688452.5977409952
2016-01-29,3018632.6221098276,1721465.251225241
2016-02-05,3016079.2964914483,1681595.9433901522
2016-02-12,2976190.8743601823,1652805.021577091
2016-02-19,3124375.0500284154,1707810.496360881
2016-02-26,3205001.4612991055,1748979.6993846013
2016-03-04,3367278.4120852826,1813541.1604199503
2016-03-11,3390410.101328446,1837606.7875608252
2016-03-18,3523785.604784917,1867363.8476897608
2016-03-25,3515353.0427179113,1843930.601992004
2016-04-01,3560173.556418439,1877353.1323375304
2016-04-08,3492845.9422433116,1849065.7735254706
2016-04-15,3579222.9895190573,1886341.14636703
2016-04-22,3592345.7708427245,1910236.96737966
2016-04-29,3638875.346580537,1891979.8809014976
2016-05-06,3595408.3195823804,1874958.2803909082
2016-05-13,3487482.139628264,1859418.0919646597
2016-05-20,3502150.7995460453,1868974.0782162186
2016-05-27,3594073.3341808403,1913738.4868517388
2016-06-03,3607763.8209599154,1920325.7935508834
2016-06-10,3552216.532442007,1913527.6930373663
2016-06-17,3562513.413639345,1895206.1973381457
2016-06-24,3497619.2463102746,1859336.1165924037
2016-07-01,3611916.8805286177,1916818.4186950722
2016-07-08,3639966.5829492034,1940128.701334445
2016-07-15,3772015.8266168507,1976268.1297318852
2016-07-22,3760959.814574754,1989489.5862000347
2016-07-29,3767000.781012723,1989594.9831072208
2016-08-05,3729046.1041006595,1990707.50601641
2016-08-12,3727970.2655260875,1994244.1577908841
2016-08-19,3743149.405194536,2004637.4639162011
2016-08-26,3694642.713102857,1989846.7646077222
2016-09-02,3716030.7873979253,1998114.566438115
2016-09-09,3631033.436981991,1947196.1494996608
2016-09-16,3608586.3015824202,1950510.2966922969
2016-09-23,3718553.629335393,1980484.0060193376
2016-09-30,3723371.873891879,1987668.5618592044
2016-10-07,3643844.8236337705,1968193.555564667
2016-10-14,3577927.361548328,1941756.4980121003
2016-10-21,3611928.4774473575,1953069.0993834315
2016-10-28,3608362.449599818,1934940.8313473857
2016-11-04,3567731.505194785,1900997.1718496603
2016-11-11,3842787.347818568,1986515.051263888
2016-11-18,3865418.6344708325,2013543.5025734443
2016-11-25,4020393.3947106246,2048014.1466071012
2016-12-02,4002655.918610062,2029563.8324657641
2016-12-09,4078268.152736741,2097638.5237406567
2016-12-16,3998168.525488238,2074556.6010668543
2016-12-23,3941203.026750465,2075516.8839989966
2016-12-30,3871315.5764873847,2053524.0626994527
2017-01-06,3997899.635657312,2091455.2385190597
2017-01-13,4023799.8911830415,2088070.8267216326
2017-01-20,4039840.315120681,2086337.633136791
2017-01-27,4125665.2097749915,2105168.547220745
2017-02-03,4072701.4619280803,2109659.6265436285
2017-02-10,4127518.85190919,2129983.663479389
2017-02-17,4155189.958348122,2153604.2814565883
2017-02-24,4142244.4390670923,2164583.1259551626
2017-03-03,4144784.494140705,2169343.5529297446
2017-03-10,4063627.0402556285,2150383.820403673
2017-03-17,4150101.385205697,2161649.5787051436
2017-03-24,4069449.667372762,2130381.8295732043
2017-03-31,4139494.3273815126,2154617.262842323
2017-04-07,4150819.135564778,2146302.6179420697
2017-04-14,4043645.9798908103,2123589.5844434192
2017-04-21,4055572.827969931,2145547.273440568
2017-04-28,4077264.3137896764,2167341.0116932043
2017-05-05,4023125.12818807,2176932.130247159
2017-05-12,3965818.594434103,2159764.145143255
2017-05-19,3935487.975308178,2154593.841307393
2017-05-26,3976616.593382694,2178870.26226264
2017-06-02,4017891.6947373585,2202086.8587622917
2017-06-09,4035115.5778452214,2198228.160882526
2017-06-16,4005793.8902473506,2203878.6061844593
2017-06-23,4040648.5267751445,2199504.6345362277
2017-06-30,4093886.598100224,2198128.619359073
2017-07-07,4074948.848473138,2193104.7001165254
2017-07-14,4161391.9227161463,2223382.8893976603
2017-07-21,4214722.091338259,2236299.865911716
2017-07-28,4297418.402456187,2233143.8140798593
2017-08-04,4272553.587084392,2224916.9999355944
2017-08-11,4204083.60630902,2185832.31352067
2017-08-18,4165723.472527275,2168289.5838578814
2017-08-25,4222023.381462956,2187665.0486289654
2017-09-01,4267240.0213393895,2214213.358472451
2017-09-08,4219676.586201812,2206378.8550382685
2017-09-15,4281408.14059672,2240281.5268498654
2017-09-22,4349671.892193462,2244034.8278224445
2017-09-29,4440094.445270261,2266648.3197976416
2017-10-06,4456598.384273309,2288348.371910557
2017-10-13,4497218.5908469185,2289378.9194474895
2017-10-20,4559343.635124444,2309743.944069378
2017-10-27,4574069.5830203025,2296399.5245428444
2017-11-03,4589419.799329248,2292845.3066171724
2017-11-10,4620204.872899185,2295368.9770059115
2017-11-17,4604064.927275526,2307829.233588827
2017-11-24,4654359.72548516,2319938.1671477873
2017-12-01,4703111.226877354,2367278.9446256394
2017-12-08,4771353.553979804,2377309.216959537
2017-12-15,4819346.928629611,2383082.6253198544
2017-12-22,4890490.776694507,2399413.29055
2017-12-29,4951543.118237188,2396145.9864272247
2018-01-05,5082149.777256525,2448961.5476950323
2018-01-12,5089548.81003933,2488397.557133911
2018-01-19,5077001.137442898,2501613.158218328
2018-01-26,5214263.73881605,2549463.3540809136
2018-02-02,4999985.775318252,2444874.489849696
2018-02-09,4772010.756305154,2325237.289425766
2018-02-16,5027814.5161678055,2420650.7673480418
2018-02-23,5108432.288249869,2428561.3907707473
2018-03-02,4977958.938502683,2377086.712377699
2018-03-09,5133432.903496936,2459694.466076838
2018-03-16,5154646.921991328,2433433.070036249
2018-03-23,4857729.956920171,2310499.28857088
2018-03-30,4904262.006602244,2361066.38248538
2018-04-06,4802789.617452473,2329213.094980183
2018-04-13,4876068.76824819,2364316.1204569577
2018-04-20,4984732.581783998,2378076.272228504
2018-04-27,4862732.361496996,2390068.0981128137
2018-05-04,4882297.31826718,2367882.049150095
2018-05-11,5012855.820686551,2410995.239573029
2018-05-18,5068069.7133643245,2409771.4643729213
2018-05-25,5042014.531846117,2414502.6144288406
2018-06-01,5098300.648259636,2418068.5431219772
2018-06-08,5144091.7537667435,2460578.6290204567
2018-06-15,5169084.867472211,2465362.477529969
2018-06-22,5134335.074179981,2449599.784521883
2018-06-29,5067761.089012509,2415539.0173495063
2018-07-06,5171747.435563203,2451473.5073163062
2018-07-13,5237169.046478506,2472669.99642822
2018-07-20,5238333.138996969,2469396.8369217124
2018-07-27,5144237.543411167,2484181.6808464588
2018-08-03,5130466.89999156,2496138.3744283724
