Date,Portfolio Value,Reference Values
2010-07-30,2131148.461914578,955702.0250835537
2010-08-06,2146327.9426686075,971021.1591536339
2010-08-13,2045157.1953286426,930769.8578132824
2010-08-20,2027999.3214040461,928737.7871973728
2010-08-27,2030894.8664469977,924440.7438892317
2010-09-03,2155026.0822908473,963317.9229792833
2010-09-10,2159890.2612988427,964168.0155578585
2010-09-17,2216941.750516996,979097.0386500993
2010-09-24,2277451.585908938,1000943.2534091038
2010-10-01,2317698.243403106,1003697.3204616115
2010-10-08,2373337.9731451864,1020437.157197256
2010-10-15,2367703.5193984085,1030533.4622058152
2010-10-22,2358113.960504422,1033281.7067064148
2010-10-29,2389682.0562520623,1035005.1820711977
2010-11-05,2457625.7675197087,1073125.4294132027
2010-11-12,2386416.3987310086,1050062.3013054158
2010-11-19,2405951.0772018726,1052449.5475877165
2010-11-26,2408425.680225759,1049468.4010107948
2010-12-03,2479798.72424974,1085137.3539995106
2010-12-10,2496332.2317414065,1098785.4156719805
2010-12-17,2531458.400076149,1103932.5515586971
2010-12-24,2570149.841987518,1115076.9159107052
2010-12-31,2564389.8292227276,1115269.0601236708
2011-01-07,2592848.223326509,1124526.9176574706
2011-01-14,2636230.044423421,1145377.4760401985
2011-01-21,2556095.5108738667,1132486.3461157752
2011-01-28,2519705.833963913,1129505.1995388535
2011-02-04,2639421.5859502284,1165552.6184015926
2011-02-11,2692181.219264834,1186245.9678828032
2011-02-18,2717328.5231738435,1201122.5880078718
2011-02-25,2674316.5929004666,1178577.667019901
2011-03-04,2678554.762101294,1179334.5987679474
2011-03-11,2634252.8888119087,1164912.137691707
2011-03-18,2598105.6412587664,1146082.004821072
2011-03-25,2714044.1852198616,1178659.1827466132
2011-04-01,2812594.042951028,1198723.6966217547
2011-04-08,2838159.3997122846,1193984.1393686016
2011-04-15,2790968.2432993082,1191474.619496232
2011-04-22,2834240.7319309246,1208342.5523738537
2011-04-29,2926385.8329215287,1228337.1956260982
2011-05-06,2824325.6780425296,1209180.9998486128
2011-05-13,2847299.5923460512,1213419.8176376733
2011-05-20,2836740.233714958,1210607.5250660852
2011-05-27,2861831.6265366576,1208668.6152807043
2011-06-03,2801868.8774315687,1174612.5091705183
2011-06-10,2726433.9776781974,1144911.671887554
2011-06-17,2698591.669416516,1146396.4226241068
2011-06-24,2716960.1760701397,1149691.987004063
2011-07-01,2863856.942118135,1214566.860363559
2011-07-08,2900889.057587992,1214892.9232704102
2011-07-15,2849586.457711609,1182088.665820455
2011-07-22,2933829.4494530484,1204575.361289345
2011-07-29,2836656.515470853,1152283.0226031456
2011-08-05,2513417.8575015003,1052490.305451072
2011-08-12,2511662.828468876,1035884.3874093128
2011-08-19,2357669.9903367884,979300.8279668804
2011-08-26,2574440.205549752,1030713.9613149642
2011-09-02,2554393.114567285,1031459.2479591947
2011-09-09,2519380.532424208,1015423.9400044243
2011-09-16,2656242.4273136873,1071669.7914361896
2011-09-23,2411755.084157238,989630.0350517615
2011-09-30,2333747.588128038,977926.7057165804
2011-10-07,2397962.508881193,1002550.2777357248
2011-10-14,2567784.0617394187,1065311.5647525988
2011-10-21,2567045.842674206,1083629.3130553248
2011-10-28,2761803.5034926375,1135222.945512558
2011-11-04,2590795.1911109993,1108846.7853690905
2011-11-11,2590937.9132532147,1113597.9877260593
2011-11-18,2456225.7094167853,1066091.7867082772
2011-11-25,2299287.9005873934,1012698.9857114564
2011-12-02,2486191.462131363,1090668.7783121574
2011-12-09,2515967.0575138307,1096671.8293293572
2011-12-16,2406522.1950684823,1059791.785543767
2011-12-23,2525319.9023194485,1102471.0910297753
2011-12-30,2514287.1741539086,1093865.359309677
2012-01-06,2555222.2426273227,1111990.9633994375
2012-01-13,2663144.2994531747,1128067.0292175643
2012-01-20,2726428.7332243854,1155077.8475190094
2012-01-27,2765529.0925660497,1161150.7691591058
2012-02-03,2875459.1524722152,1192004.4717198643
2012-02-10,2860967.8212310956,1186705.9494835385
2012-02-17,2905200.4834336895,1206275.5464464955
2012-02-24,2904109.5775415795,1206077.5796816216
2012-03-02,2793864.089643997,1201343.844980377
2012-03-09,2788295.743235875,1204196.8954153215
2012-03-16,2855493.510017437,1231685.1629732267
2012-03-23,2821724.189921239,1220430.1701349656
2012-03-30,2800741.34315429,1226392.4632888092
2012-04-06,2762818.2484327895,1213751.7030964321
2012-04-13,2711832.9839211274,1191340.7008023465
2012-04-20,2751225.557815889,1199538.8538888812
2012-04-27,2822044.9951177104,1219481.0941739532
2012-05-04,2690688.8106721463,1188435.2474002293
2012-05-11,2636061.619504837,1174222.3981926788
2012-05-18,2467574.2829796085,1111705.6583559432
2012-05-25,2549055.018376451,1140084.7763557802
2012-06-01,2442626.1836453495,1097457.8738369443
2012-06-08,2521189.1118034227,1139287.0867443774
2012-06-15,2477210.7993368795,1149301.8760262236
2012-06-22,2472397.9634578563,1142390.5069113679
2012-06-29,2552086.7905814056,1170921.0112608143
2012-07-06,2576074.9405838386,1165436.1673634308
2012-07-13,2502990.4326224737,1158903.2641225983
2012-07-20,2516825.553257959,1162402.6178193367
2012-07-27,2549205.589467631,1182222.5845143397
2012-08-03,2461807.5587644107,1182816.4848089607
2012-08-10,2559332.018422528,1206485.1583151852
2012-08-17,2581042.5971223726,1219382.1107915163
2012-08-24,2566664.1785771237,1209937.931596659
2012-08-31,2558498.1271870993,1205559.3725618052
2012-09-07,2684883.9244656386,1236692.5576141498
2012-09-14,2794729.6693591126,1269415.2993373922
2012-09-21,2721313.5942099094,1254550.3243161398
2012-09-28,2675122.816152757,1233548.3795838028
2012-10-05,2701720.9434099784,1252192.1907933797
2012-10-12,2633876.3871972137,1228150.87396504
2012-10-19,2644107.743122468,1238852.7243720363
2012-10-26,2633522.541330742,1220872.6840799772
2012-11-02,2767730.5317637483,1227976.1974077986
2012-11-09,2672364.8690957404,1201990.1482421702
2012-11-16,2631975.96922929,1188935.9868643216
2012-11-23,2717414.1379642272,1228482.7594237989
2012-11-30,2761211.0078676254,1235545.5148882638
2012-12-07,2777259.512421402,1242643.205664177
2012-12-14,2813418.979355429,1243743.6679747985
2012-12-21,2839019.462289191,1263534.5219102614
2012-12-28,2805852.8830958162,1238503.3712575533
2013-01-04,2975901.5398469768,1300775.563914151
2013-01-11,2989721.227347247,1302487.3941751176
2013-01-18,3022182.7765004346,1324019.1911310875
2013-01-25,3062387.142526651,1346569.9346709664
2013-02-01,3067383.822113385,1354436.2022987425
2013-02-08,3135190.891445851,1361627.0539051844
2013-02-15,3161570.767865676,1366547.110267487
2013-02-22,3091316.1388416803,1356165.5002154333
2013-03-01,3015023.384022098,1358808.9387816882
2013-03-08,3083836.9891853686,1391962.5493461266
2013-03-15,3084945.0141764726,1404783.8086476533
2013-03-22,3030825.8301479304,1396870.9606046132
2013-03-29,3030436.744394256,1412219.2074342335
2013-04-05,2971718.250745531,1390175.0259103554
2013-04-12,2994941.2179047284,1424790.0970037142
2013-04-19,2935012.6060573133,1390943.6027622179
2013-04-26,2997168.648211408,1419107.2863414572
2013-05-03,3098644.291674531,1451993.0595181247
2013-05-10,3177151.500008738,1476459.4226357522
2013-05-17,3258012.8051799736,1508390.2972994996
2013-05-24,3259567.5406795093,1484739.0914489995
2013-05-31,3254989.278099721,1469711.0849743218
2013-06-07,3273892.356197281,1478124.6724814542
2013-06-14,3205707.506010057,1464290.289147927
2013-06-21,3092476.2135095564,1431934.3681948916
2013-06-28,3149914.4972612294,1451271.0630815267
2013-07-05,3222565.439575205,1473064.8748733588
2013-07-12,3379441.4151922623,1520699.1720331179
2013-07-19,3432372.3338209284,1534271.5405307834
2013-07-26,3391823.3746836414,1530061.8355012632
2013-08-02,3374343.240268853,1555180.324432592
2013-08-09,3324228.439507516,1543407.1244745143
2013-08-16,3234229.4811794525,1506521.2581370159
2013-08-23,3278014.868239833,1516658.3210089314
2013-08-30,3175276.6768307094,1484319.8677116202
2013-09-06,3213977.6010326184,1509997.3216261219
2013-09-13,3261199.933568237,1542888.9173546978
2013-09-20,3304171.1614912744,1563174.688202345
2013-09-27,3361777.30890132,1548053.5208971384
2013-10-04,3370134.618915832,1552333.0965495554
2013-10-11,3379804.0408542897,1561882.0816787577
2013-10-18,3500228.373698216,1597073.5854110136
2013-10-25,3766947.418499401,1610884.678536909
2013-11-01,3660215.497028899,1610960.3717117135
2013-11-08,3560970.761849842,1613941.518288635
2013-11-15,3561431.0905100913,1641685.9781304945
2013-11-22,3619548.614322422,1641464.7211579885
2013-11-29,3646387.13292111,1640014.905732884
2013-12-06,3626761.768855866,1639688.8428260332
2013-12-13,3612659.686346228,1614081.2595344281
2013-12-20,3788432.9313708274,1657191.4338616321
2013-12-27,3882549.0491159544,1677418.9791901987
2014-01-03,3892420.376774419,1669168.4231364913
2014-01-10,3979092.6980703175,1683876.1892562264
2014-01-17,4045968.274349963,1677745.0420970495
2014-01-24,3926513.376032534,1631898.2683730617
2014-01-31,3885175.7908799276,1633563.518218764
2014-02-07,3898529.4581372887,1646588.5668370726
2014-02-14,4037089.781182854,1686001.4207026649
2014-02-21,4088921.354953086,1696691.6260058451
2014-02-28,4190873.341732292,1718386.4544152408
2014-03-07,4224848.974971882,1734468.3427852755
2014-03-14,4128872.3018032,1701145.8782155039
2014-03-21,4191157.2334129424,1722869.8193844394
2014-03-28,4176072.826439391,1710927.7654210282
2014-04-04,4214521.521879315,1724995.0508308779
2014-04-11,4072811.822626736,1672539.680691253
2014-04-18,4245737.828527726,1718392.2769671488
2014-04-25,4228179.56724385,1715294.6793520658
2014-05-02,4311137.830995165,1731271.7617877556
2014-05-09,4147640.3495379873,1728581.7428062365
2014-05-16,4182288.0466543054,1727982.0199597073
2014-05-23,4227873.096886549,1745304.1118861567
2014-05-30,4267422.441754722,1765956.7035040113
2014-06-06,4384819.21842602,1795383.8808472971
2014-06-13,4382585.938689984,1782533.50878623
2014-06-20,4465679.164273895,1814476.028553794
2014-06-27,4452235.655841157,1812053.8469600452
2014-07-04,4523386.383118793,1832205.6991138067
2014-07-11,4471010.779997858,1810452.645185331
2014-07-18,4487395.873102199,1814149.965646943
2014-07-25,4529354.130499276,1814272.239237012
2014-08-01,4514241.659873325,1766725.2803558738
2014-08-08,4538083.633585043,1775732.7681576274
2014-08-15,4615443.042135573,1795744.8790655963
2014-08-22,4769016.271321958,1827501.0771721024
2014-08-29,4885865.339666804,1842109.8599094008
2014-09-05,4984173.163706654,1847559.768495336
2014-09-12,4861791.45835303,1821102.0926251556
2014-09-19,4836227.072952091,1833824.3685442454
2014-09-26,4755778.597531936,1804333.1431299709
2014-10-03,4757293.192463529,1788350.238142373
2014-10-10,4533454.847230003,1723976.1042469693
2014-10-17,4562613.867894154,1721018.24787768
2014-10-24,4861468.788439391,1795017.0600770905
2014-10-31,5041082.566855064,1845277.3281473804
2014-11-07,5041433.22810666,1860020.029578564
2014-11-14,5077774.843360964,1861883.24618914
2014-11-21,5103803.311506942,1889668.4638943558
2014-11-28,5129488.306840288,1890431.2181943106
2014-12-05,5124242.787040651,1896463.3819710508
2014-12-12,4863840.543488574,1831722.42730544
2014-12-19,5079535.853274066,1900067.5416021342
2014-12-26,5190880.576764515,1917214.9569713422
2015-01-02,5160513.4299788475,1892667.0781270023
2015-01-09,5120537.5204612985,1873877.7031197243
2015-01-16,5068520.790106757,1849597.6616631548
2015-01-23,5123915.2908048155,1878087.4081492447
2015-01-30,5019004.521809839,1837579.914524939
2015-02-06,5127206.3448830955,1897738.5208389144
2015-02-13,5113292.292083974,1935398.7865801833
2015-02-20,5165094.333543218,1950223.0037380795
2015-02-27,5060188.402319134,1939090.2844898873
2015-03-06,4955855.55151778,1904731.405680483
2015-03-13,4910892.286496621,1891333.7137400592
2015-03-20,5053121.363856601,1945826.9770475018
2015-03-27,4936278.97960168,1908114.3083390603
2015-04-03,4902516.99536345,1921366.4364817825
2015-04-10,4940957.20692571,1947562.0975161006
2015-04-17,4961543.61615402,1929989.6358576047
2015-04-24,4989853.795487252,1952365.702840242
2015-05-01,4946532.337049329,1944464.4999010179
2015-05-08,4938141.3291819515,1947434.0013741236
2015-05-15,4917666.527268165,1952854.7972005184
2015-05-22,4923253.617961651,1957303.2268582692
2015-05-29,4816942.070465988,1934938.8049794477
2015-06-05,4843350.999481217,1923276.2335076232
2015-06-12,4856938.079204923,1921977.8044321279
2015-06-19,4855547.161116654,1936866.0696610122
2015-06-26,4861204.70651537,1924621.2429983828
2015-07-03,4742810.568481495,1900119.9445693071
2015-07-10,4651011.869395217,1896539.0751458562
2015-07-17,4753296.640422826,1917302.2952499634
2015-07-24,4576248.014184174,1876556.0769974277
2015-07-31,4742977.4159672735,1904888.6145820005
2015-08-07,4614096.073362564,1885487.8716243769
2015-08-14,4690598.474316071,1903141.849009585
2015-08-21,4376138.3999564275,1802854.2149453273
2015-08-28,4420951.176708558,1811512.3496325978
2015-09-04,4252983.987264654,1754614.3723871305
2015-09-11,4434508.23373544,1787441.9200447178
2015-09-18,4449485.279345993,1785590.3485379578
2015-09-25,4289430.827225567,1751662.338569749
2015-10-02,4330627.990005917,1765828.607362035
2015-10-09,4751859.814821048,1835908.8421273278
2015-10-16,4613893.063522785,1838092.2990928467
2015-10-23,4586936.643421325,1859204.8723114373
2015-10-30,4529058.744841835,1861306.8135502432
2015-11-06,4552112.489858782,1876131.030708139
2015-11-13,4366307.779882859,1804152.644020822
2015-11-20,4377247.207100379,1860241.2865510702
2015-11-27,4435605.136071333,1867100.2526987535
2015-12-04,4368976.2901246855,1858838.0515412302
2015-12-11,4158795.762967279,1783901.8084846234
2015-12-18,4159260.3452423676,1771272.6933960624
2015-12-25,4425271.140125632,1832852.0023756018
2016-01-01,4311461.597621608,1815099.0416079566
2016-01-08,3943917.28508812,1704843.1986771168
2016-01-15,3740110.9241127474,1653721.1929244353
2016-01-22,3829427.350017186,1678985.2456534656
2016-01-29,3946767.8684607944,1711812.7933110527
2016-02-05,3821779.775639461,1672167.0373691386
2016-02-12,3725716.072399513,1643537.5496372553
2016-02-19,3935078.6696522306,1698234.6022614795
2016-02-26,4068808.444926268,1739172.964726981
2016-03-04,4523304.119269423,1803372.422065143
2016-03-11,4521023.515604481,1827303.1104072297
2016-03-18,4581217.260711869,1856893.3192039412
2016-03-25,4401395.867784388,1833591.4664679242
2016-04-01,4501412.78203956,1866826.592759075
2016-04-08,4427250.735393059,1838697.8444912843
2016-04-15,4616945.467589983,1875764.2099379324
2016-04-22,4819871.439533023,1899526.0442746857
2016-04-29,4808318.684927225,1881371.3274253847
2016-05-06,4694422.312954637,1864445.1690286826
2016-05-13,4551565.0223895665,1848992.1162647172
2016-05-20,4654113.978927171,1858494.520978655
2016-05-27,4712285.931175003,1903007.9303156994
2016-06-03,4747985.206991676,1909558.301212256
2016-06-10,4691874.885637993,1902798.3184470097
2016-06-17,4597635.992079528,1884579.5535267205
2016-06-24,4436113.024394899,1848910.6005380044
2016-07-01,4621466.836029152,1906070.5926193339
2016-07-08,4708753.270025347,1929250.171765282
2016-07-15,4964826.351101872,1965186.9621417683
2016-07-22,4868575.127239302,1978334.2843501456
2016-07-29,4832976.805874561,1978439.0902844903
2016-08-05,4844391.576739769,1979545.37514702
2016-08-12,4814642.383287437,1983062.1964994825
2016-08-19,4879140.703561056,1993397.2261362718
2016-08-26,4783018.217066435,1978689.460016537
2016-09-02,4799112.152852938,1986910.9033107038
2016-09-09,4678305.150843292,1936277.9919182986
2016-09-16,4693558.593979106,1939573.5562982548
2016-09-23,4796177.51049892,1969379.199515564
2016-09-30,4826834.08410456,1976523.4707067416
2016-10-07,4835268.989957529,1957157.6630605664
2016-10-14,4785792.967666978,1930868.8411957195
2016-10-21,4890969.273269176,1942118.0114820728
2016-10-28,4881867.102587162,1924091.3907747492
2016-11-04,4689372.187177165,1890338.0573637818
2016-11-11,5352971.142591597,1975376.4279808558
2016-11-18,5546468.517216863,2002253.3275884155
2016-11-25,5608253.688022795,2036530.6906711075
2016-12-02,5441748.972105557,2018183.8296088413
2016-12-09,5653601.0052495245,2085876.8180918337
2016-12-16,5504199.534381824,2062924.3184702997
2016-12-23,5603998.973770297,2063879.2169832203
2016-12-30,5502986.977134478,2042009.7120165837
2017-01-06,5630413.402345481,2079728.203276933
2017-01-13,5885474.9355177395,2076362.76827408
2017-01-20,5974756.559107979,2074639.2929092972
2017-01-27,6142116.099613945,2093364.6198455866
2017-02-03,6221593.556149741,2097830.517159061
2017-02-10,6289090.96232142,2118040.5948319035
